group	fill	colour	x	y	clickSelects
658	#FFFFFF	#D3D3D3	-40	10.55	13
658	#FFFFFF	#D3D3D3	-40.45	11	13
640	#FFFFFF	#D3D3D3	-39.95	11.5	19
640	#FFFFFF	#D3D3D3	-39.5	11.95	19
640	#FFFFFF	#D3D3D3	-39.05	11.5	19
640	#FFFFFF	#D3D3D3	-39.5	11.05	19
640	#FFFFFF	#D3D3D3	-39.95	11.5	19
624	#FFFFFF	#D3D3D3	-39.45	12	19
624	#FFFFFF	#D3D3D3	-39	12.45	19
624	#FFFFFF	#D3D3D3	-38.55	12	19
624	#FFFFFF	#D3D3D3	-39	11.55	19
624	#FFFFFF	#D3D3D3	-39.45	12	19
608	#FFFFFF	#D3D3D3	-38.95	12.5	19
608	#FFFFFF	#D3D3D3	-38.5	12.95	19
608	#FFFFFF	#D3D3D3	-38.05	12.5	19
608	#FFFFFF	#D3D3D3	-38.5	12.05	19
608	#FFFFFF	#D3D3D3	-38.95	12.5	19
592	#FFFFFF	#D3D3D3	-38.45	13	19
592	#FFFFFF	#D3D3D3	-38	13.45	19
592	#FFFFFF	#D3D3D3	-37.55	13	19
592	#FFFFFF	#D3D3D3	-38	12.55	19
592	#FFFFFF	#D3D3D3	-38.45	13	19
575	#FFFFFF	#D3D3D3	-37.95	13.5	19
575	#FFFFFF	#D3D3D3	-37.5	13.95	19
575	#FFFFFF	#D3D3D3	-37.05	13.5	19
575	#FFFFFF	#D3D3D3	-37.5	13.05	19
575	#FFFFFF	#D3D3D3	-37.95	13.5	19
558	#FFFFFF	#D3D3D3	-37.45	14	19
558	#FFFFFF	#D3D3D3	-37	14.45	19
558	#FFFFFF	#D3D3D3	-36.55	14	19
558	#FFFFFF	#D3D3D3	-37	13.55	19
558	#FFFFFF	#D3D3D3	-37.45	14	19
540	#FFFFFF	#D3D3D3	-36.95	14.5	19
540	#FFFFFF	#D3D3D3	-36.5	14.95	19
540	#FFFFFF	#D3D3D3	-36.05	14.5	19
540	#FFFFFF	#D3D3D3	-36.5	14.05	19
540	#FFFFFF	#D3D3D3	-36.95	14.5	19
522	#FFFFFF	#D3D3D3	-36.45	15	19
522	#FFFFFF	#D3D3D3	-36	15.45	19
522	#FFFFFF	#D3D3D3	-35.55	15	19
522	#FFFFFF	#D3D3D3	-36	14.55	19
522	#FFFFFF	#D3D3D3	-36.45	15	19
503	#FFFFFF	#D3D3D3	-35.95	15.5	19
503	#FFFFFF	#D3D3D3	-35.5	15.95	19
503	#FFFFFF	#D3D3D3	-35.05	15.5	19
503	#FFFFFF	#D3D3D3	-35.5	15.05	19
503	#FFFFFF	#D3D3D3	-35.95	15.5	19
484	#FFFFFF	#D3D3D3	-35.45	16	19
484	#FFFFFF	#D3D3D3	-35	16.45	19
484	#FFFFFF	#D3D3D3	-34.55	16	19
484	#FFFFFF	#D3D3D3	-35	15.55	19
484	#FFFFFF	#D3D3D3	-35.45	16	19
464	#FFFFFF	#D3D3D3	-34.95	16.5	22
464	#FFFFFF	#D3D3D3	-34.5	16.95	22
464	#FFFFFF	#D3D3D3	-34.05	16.5	22
464	#FFFFFF	#D3D3D3	-34.5	16.05	22
464	#FFFFFF	#D3D3D3	-34.95	16.5	22
445	#FFFFFF	#D3D3D3	-34.45	17	22
445	#FFFFFF	#D3D3D3	-34	17.45	22
445	#FFFFFF	#D3D3D3	-33.55	17	22
445	#FFFFFF	#D3D3D3	-34	16.55	22
445	#FFFFFF	#D3D3D3	-34.45	17	22
426	#FFFFFF	#D3D3D3	-33.95	17.5	22
426	#FFFFFF	#D3D3D3	-33.5	17.95	22
426	#FFFFFF	#D3D3D3	-33.05	17.5	22
426	#FFFFFF	#D3D3D3	-33.5	17.05	22
426	#FFFFFF	#D3D3D3	-33.95	17.5	22
408	#FFFFFF	#D3D3D3	-33.45	18	22
408	#FFFFFF	#D3D3D3	-33	18.45	22
408	#FFFFFF	#D3D3D3	-32.55	18	22
408	#FFFFFF	#D3D3D3	-33	17.55	22
408	#FFFFFF	#D3D3D3	-33.45	18	22
390	#FFFFFF	#D3D3D3	-32.95	18.5	22
390	#FFFFFF	#D3D3D3	-32.5	18.95	22
390	#FFFFFF	#D3D3D3	-32.05	18.5	22
390	#FFFFFF	#D3D3D3	-32.5	18.05	22
390	#FFFFFF	#D3D3D3	-32.95	18.5	22
776	#FFFFFF	#D3D3D3	-44.95	5.5	13
776	#FFFFFF	#D3D3D3	-44.5	5.95	13
776	#FFFFFF	#D3D3D3	-44.05	5.5	13
776	#FFFFFF	#D3D3D3	-44.5	5.05	13
776	#FFFFFF	#D3D3D3	-44.95	5.5	13
767	#FFFFFF	#D3D3D3	-44.45	6	13
767	#FFFFFF	#D3D3D3	-44	6.45	13
767	#FFFFFF	#D3D3D3	-43.55	6	13
767	#FFFFFF	#D3D3D3	-44	5.55	13
767	#FFFFFF	#D3D3D3	-44.45	6	13
756	#FFFFFF	#D3D3D3	-43.95	6.5	13
756	#FFFFFF	#D3D3D3	-43.5	6.95	13
756	#FFFFFF	#D3D3D3	-43.05	6.5	13
756	#FFFFFF	#D3D3D3	-43.5	6.05	13
756	#FFFFFF	#D3D3D3	-43.95	6.5	13
746	#FFFFFF	#D3D3D3	-43.45	7	13
746	#FFFFFF	#D3D3D3	-43	7.45	13
746	#FFFFFF	#D3D3D3	-42.55	7	13
746	#FFFFFF	#D3D3D3	-43	6.55	13
746	#FFFFFF	#D3D3D3	-43.45	7	13
734	#FFFFFF	#D3D3D3	-42.95	7.5	13
734	#FFFFFF	#D3D3D3	-42.5	7.95	13
734	#FFFFFF	#D3D3D3	-42.05	7.5	13
734	#FFFFFF	#D3D3D3	-42.5	7.05	13
734	#FFFFFF	#D3D3D3	-42.95	7.5	13
722	#FFFFFF	#D3D3D3	-42.45	8	13
722	#FFFFFF	#D3D3D3	-42	8.45	13
722	#FFFFFF	#D3D3D3	-41.55	8	13
722	#FFFFFF	#D3D3D3	-42	7.55	13
722	#FFFFFF	#D3D3D3	-42.45	8	13
709	#FFFFFF	#D3D3D3	-41.95	8.5	13
709	#FFFFFF	#D3D3D3	-41.5	8.95	13
709	#FFFFFF	#D3D3D3	-41.05	8.5	13
709	#FFFFFF	#D3D3D3	-41.5	8.05	13
709	#FFFFFF	#D3D3D3	-41.95	8.5	13
697	#FFFFFF	#D3D3D3	-41.45	9	13
697	#FFFFFF	#D3D3D3	-41	9.45	13
697	#FFFFFF	#D3D3D3	-40.55	9	13
697	#FFFFFF	#D3D3D3	-41	8.55	13
697	#FFFFFF	#D3D3D3	-41.45	9	13
683	#FFFFFF	#D3D3D3	-40.95	9.5	13
683	#FFFFFF	#D3D3D3	-40.5	9.95	13
683	#FFFFFF	#D3D3D3	-40.05	9.5	13
683	#FFFFFF	#D3D3D3	-40.5	9.05	13
683	#FFFFFF	#D3D3D3	-40.95	9.5	13
657	#FFFFFF	#D3D3D3	-40.45	10	13
657	#FFFFFF	#D3D3D3	-40	10.45	13
657	#FFFFFF	#D3D3D3	-39.55	10	13
657	#FFFFFF	#D3D3D3	-40	9.55	13
657	#FFFFFF	#D3D3D3	-40.45	10	13
639	#FFFFFF	#D3D3D3	-39.95	10.5	13
639	#FFFFFF	#D3D3D3	-39.5	10.95	13
639	#FFFFFF	#D3D3D3	-39.05	10.5	13
639	#FFFFFF	#D3D3D3	-39.5	10.05	13
639	#FFFFFF	#D3D3D3	-39.95	10.5	13
623	#FFFFFF	#D3D3D3	-39.45	11	19
623	#FFFFFF	#D3D3D3	-39	11.45	19
623	#FFFFFF	#D3D3D3	-38.55	11	19
623	#FFFFFF	#D3D3D3	-39	10.55	19
623	#FFFFFF	#D3D3D3	-39.45	11	19
607	#FFFFFF	#D3D3D3	-38.95	11.5	19
607	#FFFFFF	#D3D3D3	-38.5	11.95	19
607	#FFFFFF	#D3D3D3	-38.05	11.5	19
607	#FFFFFF	#D3D3D3	-38.5	11.05	19
607	#FFFFFF	#D3D3D3	-38.95	11.5	19
591	#FFFFFF	#D3D3D3	-38.45	12	19
591	#FFFFFF	#D3D3D3	-38	12.45	19
591	#FFFFFF	#D3D3D3	-37.55	12	19
591	#FFFFFF	#D3D3D3	-38	11.55	19
591	#FFFFFF	#D3D3D3	-38.45	12	19
574	#FFFFFF	#D3D3D3	-37.95	12.5	19
574	#FFFFFF	#D3D3D3	-37.5	12.95	19
574	#FFFFFF	#D3D3D3	-37.05	12.5	19
574	#FFFFFF	#D3D3D3	-37.5	12.05	19
574	#FFFFFF	#D3D3D3	-37.95	12.5	19
557	#FFFFFF	#D3D3D3	-37.45	13	19
557	#FFFFFF	#D3D3D3	-37	13.45	19
557	#FFFFFF	#D3D3D3	-36.55	13	19
557	#FFFFFF	#D3D3D3	-37	12.55	19
557	#FFFFFF	#D3D3D3	-37.45	13	19
539	#FFFFFF	#D3D3D3	-36.95	13.5	19
539	#FFFFFF	#D3D3D3	-36.5	13.95	19
539	#FFFFFF	#D3D3D3	-36.05	13.5	19
539	#FFFFFF	#D3D3D3	-36.5	13.05	19
539	#FFFFFF	#D3D3D3	-36.95	13.5	19
521	#FFFFFF	#D3D3D3	-36.45	14	19
521	#FFFFFF	#D3D3D3	-36	14.45	19
521	#FFFFFF	#D3D3D3	-35.55	14	19
521	#FFFFFF	#D3D3D3	-36	13.55	19
521	#FFFFFF	#D3D3D3	-36.45	14	19
502	#FFFFFF	#D3D3D3	-35.95	14.5	19
502	#FFFFFF	#D3D3D3	-35.5	14.95	19
502	#FFFFFF	#D3D3D3	-35.05	14.5	19
502	#FFFFFF	#D3D3D3	-35.5	14.05	19
502	#FFFFFF	#D3D3D3	-35.95	14.5	19
483	#FFFFFF	#D3D3D3	-35.45	15	19
483	#FFFFFF	#D3D3D3	-35	15.45	19
483	#FFFFFF	#D3D3D3	-34.55	15	19
483	#FFFFFF	#D3D3D3	-35	14.55	19
483	#FFFFFF	#D3D3D3	-35.45	15	19
463	#FFFFFF	#D3D3D3	-34.95	15.5	19
463	#FFFFFF	#D3D3D3	-34.5	15.95	19
463	#FFFFFF	#D3D3D3	-34.05	15.5	19
463	#FFFFFF	#D3D3D3	-34.5	15.05	19
463	#FFFFFF	#D3D3D3	-34.95	15.5	19
444	#FFFFFF	#D3D3D3	-34.45	16	22
444	#FFFFFF	#D3D3D3	-34	16.45	22
444	#FFFFFF	#D3D3D3	-33.55	16	22
444	#FFFFFF	#D3D3D3	-34	15.55	22
444	#FFFFFF	#D3D3D3	-34.45	16	22
425	#FFFFFF	#D3D3D3	-33.95	16.5	22
425	#FFFFFF	#D3D3D3	-33.5	16.95	22
425	#FFFFFF	#D3D3D3	-33.05	16.5	22
425	#FFFFFF	#D3D3D3	-33.5	16.05	22
425	#FFFFFF	#D3D3D3	-33.95	16.5	22
407	#FFFFFF	#D3D3D3	-33.45	17	22
407	#FFFFFF	#D3D3D3	-33	17.45	22
407	#FFFFFF	#D3D3D3	-32.55	17	22
407	#FFFFFF	#D3D3D3	-33	16.55	22
407	#FFFFFF	#D3D3D3	-33.45	17	22
389	#FFFFFF	#D3D3D3	-32.95	17.5	22
389	#FFFFFF	#D3D3D3	-32.5	17.95	22
389	#FFFFFF	#D3D3D3	-32.05	17.5	22
389	#FFFFFF	#D3D3D3	-32.5	17.05	22
389	#FFFFFF	#D3D3D3	-32.95	17.5	22
372	#FFFFFF	#D3D3D3	-32.45	18	22
372	#FFFFFF	#D3D3D3	-32	18.45	22
372	#FFFFFF	#D3D3D3	-31.55	18	22
372	#FFFFFF	#D3D3D3	-32	17.55	22
372	#FFFFFF	#D3D3D3	-32.45	18	22
733	#FFFFFF	#D3D3D3	-42.95	6.5	39
733	#FFFFFF	#D3D3D3	-42.5	6.95	39
733	#FFFFFF	#D3D3D3	-42.05	6.5	39
733	#FFFFFF	#D3D3D3	-42.5	6.05	39
733	#FFFFFF	#D3D3D3	-42.95	6.5	39
775	#FBDDE7	#ACACAC	-44.95	3.5	33
775	#FBDDE7	#ACACAC	-44.5	3.95	33
775	#FBDDE7	#ACACAC	-44.05	3.5	33
775	#FBDDE7	#ACACAC	-44.5	3.05	33
775	#FBDDE7	#ACACAC	-44.95	3.5	33
766	#FFFFFF	#D3D3D3	-44.45	4	23
766	#FFFFFF	#D3D3D3	-44	4.45	23
766	#FFFFFF	#D3D3D3	-43.55	4	23
766	#FFFFFF	#D3D3D3	-44	3.55	23
766	#FFFFFF	#D3D3D3	-44.45	4	23
755	#FFFFFF	#D3D3D3	-43.95	4.5	23
755	#FFFFFF	#D3D3D3	-43.5	4.95	23
755	#FFFFFF	#D3D3D3	-43.05	4.5	23
755	#FFFFFF	#D3D3D3	-43.5	4.05	23
755	#FFFFFF	#D3D3D3	-43.95	4.5	23
745	#FFFFFF	#D3D3D3	-43.45	5	23
745	#FFFFFF	#D3D3D3	-43	5.45	23
745	#FFFFFF	#D3D3D3	-42.55	5	23
745	#FFFFFF	#D3D3D3	-43	4.55	23
745	#FFFFFF	#D3D3D3	-43.45	5	23
732	#FFFFFF	#D3D3D3	-42.95	5.5	23
732	#FFFFFF	#D3D3D3	-42.5	5.95	23
732	#FFFFFF	#D3D3D3	-42.05	5.5	23
732	#FFFFFF	#D3D3D3	-42.5	5.05	23
732	#FFFFFF	#D3D3D3	-42.95	5.5	23
721	#FFFFFF	#D3D3D3	-42.45	6	23
721	#FFFFFF	#D3D3D3	-42	6.45	23
721	#FFFFFF	#D3D3D3	-41.55	6	23
721	#FFFFFF	#D3D3D3	-42	5.55	23
721	#FFFFFF	#D3D3D3	-42.45	6	23
708	#FFFFFF	#D3D3D3	-41.95	6.5	23
708	#FFFFFF	#D3D3D3	-41.5	6.95	23
708	#FFFFFF	#D3D3D3	-41.05	6.5	23
708	#FFFFFF	#D3D3D3	-41.5	6.05	23
708	#FFFFFF	#D3D3D3	-41.95	6.5	23
696	#FFFFFF	#D3D3D3	-41.45	7	23
696	#FFFFFF	#D3D3D3	-41	7.45	23
696	#FFFFFF	#D3D3D3	-40.55	7	23
696	#FFFFFF	#D3D3D3	-41	6.55	23
696	#FFFFFF	#D3D3D3	-41.45	7	23
682	#FFFFFF	#D3D3D3	-40.95	7.5	23
682	#FFFFFF	#D3D3D3	-40.5	7.95	23
682	#FFFFFF	#D3D3D3	-40.05	7.5	23
682	#FFFFFF	#D3D3D3	-40.5	7.05	23
682	#FFFFFF	#D3D3D3	-40.95	7.5	23
669	#FFFFFF	#D3D3D3	-40.45	8	23
669	#FFFFFF	#D3D3D3	-40	8.45	23
669	#FFFFFF	#D3D3D3	-39.55	8	23
669	#FFFFFF	#D3D3D3	-40	7.55	23
669	#FFFFFF	#D3D3D3	-40.45	8	23
651	#FFFFFF	#D3D3D3	-39.95	8.5	23
651	#FFFFFF	#D3D3D3	-39.5	8.95	23
651	#FFFFFF	#D3D3D3	-39.05	8.5	23
651	#FFFFFF	#D3D3D3	-39.5	8.05	23
651	#FFFFFF	#D3D3D3	-39.95	8.5	23
636	#FFFFFF	#D3D3D3	-39.45	9	23
636	#FFFFFF	#D3D3D3	-39	9.45	23
636	#FFFFFF	#D3D3D3	-38.55	9	23
636	#FFFFFF	#D3D3D3	-39	8.55	23
636	#FFFFFF	#D3D3D3	-39.45	9	23
620	#FFFFFF	#D3D3D3	-38.95	9.5	23
620	#FFFFFF	#D3D3D3	-38.5	9.95	23
620	#FFFFFF	#D3D3D3	-38.05	9.5	23
620	#FFFFFF	#D3D3D3	-38.5	9.05	23
620	#FFFFFF	#D3D3D3	-38.95	9.5	23
590	#FFFFFF	#D3D3D3	-38.45	10	5
590	#FFFFFF	#D3D3D3	-38	10.45	5
590	#FFFFFF	#D3D3D3	-37.55	10	5
590	#FFFFFF	#D3D3D3	-38	9.55	5
590	#FFFFFF	#D3D3D3	-38.45	10	5
573	#FFFFFF	#D3D3D3	-37.95	10.5	5
573	#FFFFFF	#D3D3D3	-37.5	10.95	5
573	#FFFFFF	#D3D3D3	-37.05	10.5	5
573	#FFFFFF	#D3D3D3	-37.5	10.05	5
573	#FFFFFF	#D3D3D3	-37.95	10.5	5
556	#FFFFFF	#D3D3D3	-37.45	11	5
556	#FFFFFF	#D3D3D3	-37	11.45	5
556	#FFFFFF	#D3D3D3	-36.55	11	5
556	#FFFFFF	#D3D3D3	-37	10.55	5
556	#FFFFFF	#D3D3D3	-37.45	11	5
538	#FFFFFF	#D3D3D3	-36.95	11.5	5
538	#FFFFFF	#D3D3D3	-36.5	11.95	5
538	#FFFFFF	#D3D3D3	-36.05	11.5	5
538	#FFFFFF	#D3D3D3	-36.5	11.05	5
538	#FFFFFF	#D3D3D3	-36.95	11.5	5
520	#FFFFFF	#D3D3D3	-36.45	12	5
520	#FFFFFF	#D3D3D3	-36	12.45	5
520	#FFFFFF	#D3D3D3	-35.55	12	5
520	#FFFFFF	#D3D3D3	-36	11.55	5
520	#FFFFFF	#D3D3D3	-36.45	12	5
501	#FFFFFF	#D3D3D3	-35.95	12.5	5
501	#FFFFFF	#D3D3D3	-35.5	12.95	5
501	#FFFFFF	#D3D3D3	-35.05	12.5	5
501	#FFFFFF	#D3D3D3	-35.5	12.05	5
501	#FFFFFF	#D3D3D3	-35.95	12.5	5
482	#FFFFFF	#D3D3D3	-35.45	13	5
482	#FFFFFF	#D3D3D3	-35	13.45	5
482	#FFFFFF	#D3D3D3	-34.55	13	5
482	#FFFFFF	#D3D3D3	-35	12.55	5
482	#FFFFFF	#D3D3D3	-35.45	13	5
462	#FFFFFF	#D3D3D3	-34.95	13.5	5
462	#FFFFFF	#D3D3D3	-34.5	13.95	5
462	#FFFFFF	#D3D3D3	-34.05	13.5	5
462	#FFFFFF	#D3D3D3	-34.5	13.05	5
462	#FFFFFF	#D3D3D3	-34.95	13.5	5
443	#FFFFFF	#D3D3D3	-34.45	14	5
443	#FFFFFF	#D3D3D3	-34	14.45	5
443	#FFFFFF	#D3D3D3	-33.55	14	5
443	#FFFFFF	#D3D3D3	-34	13.55	5
443	#FFFFFF	#D3D3D3	-34.45	14	5
424	#FFFFFF	#D3D3D3	-33.95	14.5	5
424	#FFFFFF	#D3D3D3	-33.5	14.95	5
424	#FFFFFF	#D3D3D3	-33.05	14.5	5
424	#FFFFFF	#D3D3D3	-33.5	14.05	5
424	#FFFFFF	#D3D3D3	-33.95	14.5	5
406	#FFFFFF	#D3D3D3	-33.45	15	5
406	#FFFFFF	#D3D3D3	-33	15.45	5
406	#FFFFFF	#D3D3D3	-32.55	15	5
406	#FFFFFF	#D3D3D3	-33	14.55	5
406	#FFFFFF	#D3D3D3	-33.45	15	5
388	#FFFFFF	#D3D3D3	-32.95	15.5	5
388	#FFFFFF	#D3D3D3	-32.5	15.95	5
388	#FFFFFF	#D3D3D3	-32.05	15.5	5
388	#FFFFFF	#D3D3D3	-32.5	15.05	5
388	#FFFFFF	#D3D3D3	-32.95	15.5	5
371	#FFFFFF	#D3D3D3	-32.45	16	5
371	#FFFFFF	#D3D3D3	-32	16.45	5
371	#FFFFFF	#D3D3D3	-31.55	16	5
371	#FFFFFF	#D3D3D3	-32	15.55	5
371	#FFFFFF	#D3D3D3	-32.45	16	5
354	#FFFFFF	#D3D3D3	-31.95	16.5	5
354	#FFFFFF	#D3D3D3	-31.5	16.95	5
354	#FFFFFF	#D3D3D3	-31.05	16.5	5
354	#FFFFFF	#D3D3D3	-31.5	16.05	5
354	#FFFFFF	#D3D3D3	-31.95	16.5	5
337	#FFFFFF	#D3D3D3	-31.45	17	5
337	#FFFFFF	#D3D3D3	-31	17.45	5
337	#FFFFFF	#D3D3D3	-30.55	17	5
337	#FFFFFF	#D3D3D3	-31	16.55	5
337	#FFFFFF	#D3D3D3	-31.45	17	5
774	#CD1076	#000000	-44.95	2.5	9
774	#CD1076	#000000	-44.5	2.95	9
774	#CD1076	#000000	-44.05	2.5	9
774	#CD1076	#000000	-44.5	2.05	9
774	#CD1076	#000000	-44.95	2.5	9
765	#FFFFFF	#D3D3D3	-44.45	3	38
765	#FFFFFF	#D3D3D3	-44	3.45	38
765	#FFFFFF	#D3D3D3	-43.55	3	38
765	#FFFFFF	#D3D3D3	-44	2.55	38
765	#FFFFFF	#D3D3D3	-44.45	3	38
754	#FFFFFF	#D3D3D3	-43.95	3.5	38
754	#FFFFFF	#D3D3D3	-43.5	3.95	38
754	#FFFFFF	#D3D3D3	-43.05	3.5	38
754	#FFFFFF	#D3D3D3	-43.5	3.05	38
754	#FFFFFF	#D3D3D3	-43.95	3.5	38
744	#FFFFFF	#D3D3D3	-43.45	4	38
744	#FFFFFF	#D3D3D3	-43	4.45	38
744	#FFFFFF	#D3D3D3	-42.55	4	38
744	#FFFFFF	#D3D3D3	-43	3.55	38
744	#FFFFFF	#D3D3D3	-43.45	4	38
731	#FFFFFF	#D3D3D3	-42.95	4.5	38
731	#FFFFFF	#D3D3D3	-42.5	4.95	38
731	#FFFFFF	#D3D3D3	-42.05	4.5	38
731	#FFFFFF	#D3D3D3	-42.5	4.05	38
731	#FFFFFF	#D3D3D3	-42.95	4.5	38
720	#FFFFFF	#D3D3D3	-42.45	5	38
720	#FFFFFF	#D3D3D3	-42	5.45	38
720	#FFFFFF	#D3D3D3	-41.55	5	38
720	#FFFFFF	#D3D3D3	-42	4.55	38
720	#FFFFFF	#D3D3D3	-42.45	5	38
707	#FFFFFF	#D3D3D3	-41.95	5.5	38
707	#FFFFFF	#D3D3D3	-41.5	5.95	38
707	#FFFFFF	#D3D3D3	-41.05	5.5	38
707	#FFFFFF	#D3D3D3	-41.5	5.05	38
707	#FFFFFF	#D3D3D3	-41.95	5.5	38
695	#FFFFFF	#D3D3D3	-41.45	6	38
695	#FFFFFF	#D3D3D3	-41	6.45	38
695	#FFFFFF	#D3D3D3	-40.55	6	38
695	#FFFFFF	#D3D3D3	-41	5.55	38
695	#FFFFFF	#D3D3D3	-41.45	6	38
681	#FFFFFF	#D3D3D3	-40.95	6.5	38
681	#FFFFFF	#D3D3D3	-40.5	6.95	38
681	#FFFFFF	#D3D3D3	-40.05	6.5	38
681	#FFFFFF	#D3D3D3	-40.5	6.05	38
681	#FFFFFF	#D3D3D3	-40.95	6.5	38
668	#FFFFFF	#D3D3D3	-40.45	7	38
668	#FFFFFF	#D3D3D3	-40	7.45	38
668	#FFFFFF	#D3D3D3	-39.55	7	38
668	#FFFFFF	#D3D3D3	-40	6.55	38
668	#FFFFFF	#D3D3D3	-40.45	7	38
650	#FFFFFF	#D3D3D3	-39.95	7.5	38
650	#FFFFFF	#D3D3D3	-39.5	7.95	38
650	#FFFFFF	#D3D3D3	-39.05	7.5	38
650	#FFFFFF	#D3D3D3	-39.5	7.05	38
650	#FFFFFF	#D3D3D3	-39.95	7.5	38
635	#FFFFFF	#D3D3D3	-39.45	8	38
635	#FFFFFF	#D3D3D3	-39	8.45	38
635	#FFFFFF	#D3D3D3	-38.55	8	38
635	#FFFFFF	#D3D3D3	-39	7.55	38
635	#FFFFFF	#D3D3D3	-39.45	8	38
619	#FFFFFF	#D3D3D3	-38.95	8.5	38
619	#FFFFFF	#D3D3D3	-38.5	8.95	38
619	#FFFFFF	#D3D3D3	-38.05	8.5	38
619	#FFFFFF	#D3D3D3	-38.5	8.05	38
619	#FFFFFF	#D3D3D3	-38.95	8.5	38
604	#FFFFFF	#D3D3D3	-38.45	9	36
604	#FFFFFF	#D3D3D3	-38	9.45	36
604	#FFFFFF	#D3D3D3	-37.55	9	36
604	#FFFFFF	#D3D3D3	-38	8.55	36
604	#FFFFFF	#D3D3D3	-38.45	9	36
587	#FFFFFF	#D3D3D3	-37.95	9.5	36
587	#FFFFFF	#D3D3D3	-37.5	9.95	36
587	#FFFFFF	#D3D3D3	-37.05	9.5	36
587	#FFFFFF	#D3D3D3	-37.5	9.05	36
587	#FFFFFF	#D3D3D3	-37.95	9.5	36
555	#FFFFFF	#D3D3D3	-37.45	10	36
555	#FFFFFF	#D3D3D3	-37	10.45	36
555	#FFFFFF	#D3D3D3	-36.55	10	36
555	#FFFFFF	#D3D3D3	-37	9.55	36
555	#FFFFFF	#D3D3D3	-37.45	10	36
537	#FFFFFF	#D3D3D3	-36.95	10.5	36
537	#FFFFFF	#D3D3D3	-36.5	10.95	36
537	#FFFFFF	#D3D3D3	-36.05	10.5	36
537	#FFFFFF	#D3D3D3	-36.5	10.05	36
537	#FFFFFF	#D3D3D3	-36.95	10.5	36
519	#FFFFFF	#D3D3D3	-36.45	11	36
519	#FFFFFF	#D3D3D3	-36	11.45	36
519	#FFFFFF	#D3D3D3	-35.55	11	36
519	#FFFFFF	#D3D3D3	-36	10.55	36
519	#FFFFFF	#D3D3D3	-36.45	11	36
500	#FFFFFF	#D3D3D3	-35.95	11.5	36
500	#FFFFFF	#D3D3D3	-35.5	11.95	36
500	#FFFFFF	#D3D3D3	-35.05	11.5	36
500	#FFFFFF	#D3D3D3	-35.5	11.05	36
500	#FFFFFF	#D3D3D3	-35.95	11.5	36
481	#FFFFFF	#D3D3D3	-35.45	12	36
481	#FFFFFF	#D3D3D3	-35	12.45	36
481	#FFFFFF	#D3D3D3	-34.55	12	36
481	#FFFFFF	#D3D3D3	-35	11.55	36
481	#FFFFFF	#D3D3D3	-35.45	12	36
461	#FFFFFF	#D3D3D3	-34.95	12.5	36
461	#FFFFFF	#D3D3D3	-34.5	12.95	36
461	#FFFFFF	#D3D3D3	-34.05	12.5	36
461	#FFFFFF	#D3D3D3	-34.5	12.05	36
461	#FFFFFF	#D3D3D3	-34.95	12.5	36
442	#FFFFFF	#D3D3D3	-34.45	13	36
442	#FFFFFF	#D3D3D3	-34	13.45	36
442	#FFFFFF	#D3D3D3	-33.55	13	36
442	#FFFFFF	#D3D3D3	-34	12.55	36
442	#FFFFFF	#D3D3D3	-34.45	13	36
423	#FFFFFF	#D3D3D3	-33.95	13.5	10
423	#FFFFFF	#D3D3D3	-33.5	13.95	10
423	#FFFFFF	#D3D3D3	-33.05	13.5	10
423	#FFFFFF	#D3D3D3	-33.5	13.05	10
423	#FFFFFF	#D3D3D3	-33.95	13.5	10
405	#FFFFFF	#D3D3D3	-33.45	14	20
405	#FFFFFF	#D3D3D3	-33	14.45	20
405	#FFFFFF	#D3D3D3	-32.55	14	20
405	#FFFFFF	#D3D3D3	-33	13.55	20
405	#FFFFFF	#D3D3D3	-33.45	14	20
387	#FFFFFF	#D3D3D3	-32.95	14.5	20
387	#FFFFFF	#D3D3D3	-32.5	14.95	20
387	#FFFFFF	#D3D3D3	-32.05	14.5	20
387	#FFFFFF	#D3D3D3	-32.5	14.05	20
387	#FFFFFF	#D3D3D3	-32.95	14.5	20
370	#FFFFFF	#D3D3D3	-32.45	15	32
370	#FFFFFF	#D3D3D3	-32	15.45	32
370	#FFFFFF	#D3D3D3	-31.55	15	32
370	#FFFFFF	#D3D3D3	-32	14.55	32
370	#FFFFFF	#D3D3D3	-32.45	15	32
353	#FFFFFF	#D3D3D3	-31.95	15.5	32
353	#FFFFFF	#D3D3D3	-31.5	15.95	32
353	#FFFFFF	#D3D3D3	-31.05	15.5	32
353	#FFFFFF	#D3D3D3	-31.5	15.05	32
353	#FFFFFF	#D3D3D3	-31.95	15.5	32
336	#FFFFFF	#D3D3D3	-31.45	16	32
336	#FFFFFF	#D3D3D3	-31	16.45	32
336	#FFFFFF	#D3D3D3	-30.55	16	32
336	#FFFFFF	#D3D3D3	-31	15.55	32
336	#FFFFFF	#D3D3D3	-31.45	16	32
319	#FFFFFF	#D3D3D3	-30.95	16.5	32
319	#FFFFFF	#D3D3D3	-30.5	16.95	32
319	#FFFFFF	#D3D3D3	-30.05	16.5	32
319	#FFFFFF	#D3D3D3	-30.5	16.05	32
319	#FFFFFF	#D3D3D3	-30.95	16.5	32
772	#E1699A	#383838	-44.95	1.5	8
772	#E1699A	#383838	-44.5	1.95	8
772	#E1699A	#383838	-44.05	1.5	8
